Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"323926";"25329S/N79S/NS/NS/N12S/N";"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SÃO JOÃO DEL REI COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"AV. HERMILIO ALVES";"21S/N";;"CENTRO";"São João del Rei";"MG";"363S/N7328";"32";"33728S/N8S/N";"33712442";"uni152@mgconecta.com.br";"PAULO CÉSAR DE ARAÚJO RANGEL";"PRESIDENTE";6;"1998-12-17"
"327638";"71186886S/NS/NS/N158";"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED SÃO JOÃO NEPOMUCENO";"Cooperativa Médica";"RUA CAPITAO BRAZ";"68";;"CENTRO";"São João Nepomuceno";"MG";"3668S/NS/NS/NS/N";"32";"32611516";"32611516";"gerencia@unimedsjn.coop.br";"RENATO DE SOUZA GOMES";"DIRETOR PRESIDENTE";5;"1998-12-22"
"37S/NS/N88";"25471574S/NS/NS/N179";"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED CIRCUITO DAS AGUAS";"Cooperativa Médica";"AV. ANTÔNIO JUNQUEIRA DE SOUZA";"476";;"CENTRO";"São Lourenço";"MG";"3747S/NS/NS/NS/N";"35";"36958522";"36958529";"diretoria@unimedcircuito.coop.br";"MUSSE JOSÉ MATUCK";"PRESIDENTE";5;"1998-12-18"
"327352";"66453168S/NS/NS/N16S/N";"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SÃO SEBASTIÃO DO PARAÍSO";"Cooperativa Médica";"AV. DOUTOR DELFIM MOREIRA ";"14S/NS/N";;"CENTRO";"São Sebastião do Paraíso";"MG";"3795S/NS/NS/NS/N";"35";"353984S/NS/N";;"ans@unimedssp.coop.br";"MATHEUS COLOMBAROLI";"DIRETOR PRESIDENTE";5;"1998-12-18"
"316881";"66343559S/NS/NS/N122";"UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO";"UNIMED TRES VALES";"Cooperativa Médica";"RUA ALEXANDRE MATTAR";"137";;"SÃO DIOGO";"Teófilo Otoni";"MG";"398S/N3S/N75";"33";"352911S/NS/N";"352911S/NS/N";"relacionamento.ans@unimedtv.coop.br";"DIONIR MARCOS SILVA DE SIQUEIRA";"DIRETOR PRESIDENTE";5;"1998-12-17"
"353353";"S/N7241136S/NS/NS/N132";"UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED TERESINA";"Cooperativa Médica";"RUA SÃO JOÃO";"1262";;"CENTRO";"Teresina";"PI";"64S/NS/N136S/N";;;;"assuntosregulatorios@unimedteresina.com.br";"NEWTON NUNES DE LIMA FILHO";"PRESIDENTE";5;"1998-12-21"
"359S/N33";"42855999S/NS/NS/N1S/N9";"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.";"Cooperativa Médica";"AV. DR.MOACIR REZENDE";"358";;"CENTRO";"Três Corações";"MG";"3741S/NS/NS/NS/N";"35";"32396S/NS/NS/N";"32396S/NS/N9";"unimedtc@unimedtc.coop.br";"WESLEY SEMBOLONI BITENCOURT";"DIRETOR PRESIDENTE";5;"1998-12-18"
"364S/N7S/N";"64388812S/NS/NS/N139";"UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA BARÃO DA BOA ESPERANÇA";"256";;"CENTRO";"Três Pontas";"MG";"3719S/NS/NS/NS/N";"35";"32668S/NS/NS/N";;"unimedtp@unimedtrespontas.coop.br";"DÍLSON LAMAITA MIRANDA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"337498";"S/NS/N946953S/NS/NS/N147";"UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED TRÊS RIOS";"Cooperativa Médica";"RUA DR BERNARDO BELLO";"63";;"CENTRO";"Três Rios";"RJ";"258S/N4S/N3S/N";"24";"22516262";"22516261";"regulacao@unimedtr.coop.br";"FABIO NASSER MONNERAT";"DIRETOR PRESIDENTE";5;"1998-12-21"
"354S/N66";"17774738S/NS/NS/N1S/N9";"UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.";"UNIMED UBERABA LTDA.";"Cooperativa Médica";"RUA ALAOR PRATA";"294";;"CENTRO";"Uberaba";"MG";"38S/N15S/N1S/N";"34";"3318222S/N";"331822S/NS/N";"contatoans@unimeduberaba.com.br";"REYNALDO ADOLFO MARTINS DA COSTA MIRANDA";"REPRESENTANTE";5;"1998-12-17"
"384577";"1779S/N718S/NS/NS/N121";"UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA";"UNIMED UBERLÂNDIA";"Cooperativa Médica";"AVENIDA JOAO PINHEIRO ";"639";;"CENTRO";"Uberlândia";"MG";"384S/NS/N126";"34";"323969S/NS/N";;"secretariadegovernanca@unimeduberlandia.coop.br";"CHRISTIAN BERTARINI MARQUES";"PRESIDENTE";5;"1998-12-16"
"335541";"9212861S/NS/NS/NS/N193";"UNIMED VALE DAS ANTAS. RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED VALE DAS ANTAS. RS - SOC COOP DE SERVIÇOS MÉDICOS LTD";"Cooperativa Médica";"AV. JULIO DE CASTILHOS";"135";;"CENTRO";"Nova Prata";"RS";"9532S/N97S/N";"54";"3242S/NS/N29";;"gerencia@unimedvaledasantas.coop.br";"VALMOR CAPPELLARI CUSTODIO";"REPRESENTANTE";5;"1998-12-22"
"359289";"16991945S/NS/NS/N152";"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"Rubens Siqueira Maia";"2S/N3S/N";"Anexo Operadora";"Bairro Centro";"Coronel Fabriciano";"MG";"3517S/N46S/N";"31";"21362287";"213622S/N1";"regulatorio@unimedvaledoaco.coop.br";"ERICO RAIMUNDO GUIMARAES FANTINI";"DIRETOR PRESIDENTE";5;"1998-12-16"
"337561";"86483542S/NS/NS/N188";"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED VALE DO CARANGOLA";"Cooperativa Médica";"PRAÇA CORONEL MAXIMIANO";"33";;"CENTRO";"Carangola";"MG";"368S/NS/NS/NS/NS/N";;;;"gerencia@unimedcarangola.coop.br";"SAULO DE OLIVEIRA PEREIRA";"DIRETOR PRESIDENTE";5;"1998-12-17"
"313211";"873S/N6361S/NS/NS/N149";"UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED VALE DO CAÍ";"Cooperativa Médica";"RUA OSVALDO ARANHA";"1315";;"CENTRO";"Montenegro";"RS";"9578S/NS/NS/NS/N";"51";"364989S/NS/N";"364989S/NS/N";"secretariaexecutiva@unimedvaledocai.com.br";"EVERTON MACHADO BOCHI";"REPRESENTANTE";5;"1998-12-22"
"3S/N2228";"S/NS/N747S/N41S/NS/NS/N146";"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO";"UNIMED VALE DO CORUMBA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"RUA 13 DE MAIO";"13";;"SETOR GUANABARA";"Ipameri";"GO";"7578S/NS/NS/NS/N";"64";"34911735";"34911735";"weslei@unimedvaledocorumba.coop.br";"ALESSANDRO DE SOUZA ROSA";"DIRETOR PRESIDENTE";5;"1998-12-24"
"37S/N975";"7S/N523899S/NS/NS/N1S/N2";"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO";"UNIMED";"Cooperativa Médica";"RUA GERMANO GREVE";"734";;"CENTRO";"Mirassol d'Oeste";"MT";"7828S/NS/NS/NS/N";"65";"324152S/NS/N";;"marcia@unimedvaledojauru.com.br";"TERESINHA APARECIDA NUNES DA CUNHA ";"DIRETORA PRESIDENTE";5;"1998-12-28"
"334511";"S/N1773319S/NS/NS/N112";"UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS";"UNIMED - INTRAFEDERATIVA DO VALE DO PARAÍBA";"Cooperativa Médica";"RUA VISCONDE DE PINDAMONHANGABA";"1S/NS/N";;"JARDIM BOA VISTA";"Pindamonhangaba";"SP";"124S/N1S/N11";"12";"212624S/NS/N";;"diretoria@unimedvaledoparaiba.coop.br";"JULIO CESAR TEIXEIRA AMADO ";"DIRETOR PRESIDENTE";5;"1998-12-28"
"3S/N8811";"8S/N525652S/NS/NS/N189";"UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ";"UNIMED VALE DO PIQUIRI";"Cooperativa Médica";"RUA IPIRANGA";"962";;"CENTRO";"Palotina";"PR";"8595S/NS/NS/NS/N";"44";"36495251";;"palotina@unimedpr.com.br";"SÉRGIO MOROZOWSKI";"DIRETOR PRESIDENTE";5;"1998-12-17"
"314S/N99";"S/N2597394S/NS/NS/N132";"UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO";;"Cooperativa Médica";"RUA JOSÉ CORSINO";"486";"W";"CENTRO";"Tangará da Serra";"MT";"783S/NS/NS/NS/NS/N";"65";"33391S/NS/NS/N";"33391S/NS/NS/N";"secretaria@unimed531.coop.br";"RICARDO ANTONIO GONSALES";"DIRETOR PRESIDENTE";5;"1998-12-28"
"356417";"88258884S/NS/NS/N12S/N";"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA";"UNIMED (RS) VALE DO SINOS";"Cooperativa Médica";"RUA TUPI ";"962";;"CENTRO";"Novo Hamburgo";"RS";"9332S/NS/N5S/N";"51";"358418S/NS/N";"358418S/NS/N";"regulamentacao@vs.unimed.com.br";"ADEMAR EDGAR TREIN";"VICE PRESIDENTE TÉC E DE RELACIONAMENTO ";5;"1998-12-21"
"323268";"4S/N853S/N2S/NS/NS/NS/N12S/N";"UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED VALE DO SÃO FRANCISCO ";"Cooperativa Médica";"RUA DO COLISEU";"123";;"CENTRO";"Petrolina";"PE";"563S/N239S/N";"87";"38667942";;"unimedvsf@unimedvsf.coop.br";"FRANCISCO OTAVIANO DE AMORIM VIANA";"DIRETOR PRESIDENTE";5;"1998-12-23"
"311S/N57";"S/N1371135S/NS/NS/N126";"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED VALE DO URUCUIA";"Cooperativa Médica";"RUA RONCADOR";"327";;"CENTRO";"Unaí";"MG";"3861S/NS/N19";"38";"367648S/N4";"367648S/N4";"mariajose@unimedvale.com.br";"CARLOS EDUARDO VILELA BROSTEL";"DIRETOR PRESIDENTE";5;"1998-12-17"
"344729";"178455S/N4S/NS/NS/N1S/N5";"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"Rua Irmão Mário Esdras";"2S/NS/N";;"Vila Pinto";"Varginha";"MG";"37S/N1S/N66S/N";"35";"369S/N7S/NS/NS/N";"369S/N7S/N33";"ans@unimedvarginha.coop.br";"PAULO ROBERTO MAGALHÃES SWERTS";"DIRETOR PRESIDENTE";5;"1998-12-18"
"317896";"71499792S/NS/NS/N139";"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED VERTENTE DO CAPARAÓ";"Cooperativa Médica";"RUA MAESTRO FILOMENO DOS SANTOS";"1S/N9";;"CENTRO";"Manhuaçu";"MG";"369S/NS/NS/NS/NS/N";"33";"33394444";;"diretoria@unimedvc.com.br";"ROBSON DA SILVEIRA";"DIRETOR PRESIDENTE";5;"1998-12-17"
"342131";"S/N1659S/N87S/NS/NS/N176";"UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED VILHENA";"Cooperativa Médica";"AV. CAPITÃO CASTRO";"4376";"PREDIO";"CENTRO";"Vilhena";"RO";"7698S/NS/N1S/N";"69";"331626S/NS/N";;"nilza.bernardes@unimedvilhena.coop.br";"ELCIO CARLOS ROSSI";"PRESIDENTE";5;"1998-12-23"
"357391";"27578434S/NS/NS/N12S/N";"UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO";"UNIMED VITORIA";"Cooperativa Médica";"AV. CESAR HILAL";"7S/NS/N";"3º E 4º ANDARES";"BENTO FERREIRA";"Vitória";"ES";"29S/N5S/N9S/N3";"27";"33344329";"33253157";"coans@unimedvx.com.br";"FABIANO PIMENTEL PEREIRA";"DIRETOR PRESIDENTE";5;"1998-12-16"
"314587";"66343534S/NS/NS/N129";"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SERRAS DE MINAS";"Cooperativa Médica";"RUA GOMES BARBOSA";"7S/N";"LOJA S/N2";"CENTRO";"Viçosa";"MG";"3657S/N1S/N1";"31";"3891475S/N";"3891475S/N";"thiago.barroso@unimedserrasdeminas.com.br";"RENATO PAIVA DEL GIÚDICE ";"DIRETOR PRESIDENTE";5;"1998-12-17"
"393321";"42163881S/NS/NS/N1S/N1";"UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO";"UNIMED RIO COOPERATIVA DE TRABALHO MEDICO DO RJ LTDA";"Cooperativa Médica";"AV. AYRTON SENNA";"25S/NS/N";"BL S/N1. SL 4S/N4/4S/N8. BL S/N3. SL 1S/N1/1S/N9. SS";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775S/NS/N3";"21";"31397999";"31397893";"controlad@unimedrio.com.br";"DENISE DE ABREU DURÃO";"DIRETOR PRESIDENTE";4;"1998-12-16"
"343731";"2863S/N531S/NS/NS/N187";"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA";"UNIMED LESTE FLUMINENSE";"Cooperativa Médica";"RUA DR.BORMAN";"51";"11º andar";"CENTRO";"Niterói";"RJ";"24S/N2S/N32S/N";"21";"21S/N96135";"21S/N96139";"contabilans2@niteroi.unimed.com.br";"LUIS GUILHERME TEIXEIRA DOS SANTOS";"DIRETOR PRESIDENTE";5;"1998-12-28"
"414891";"S/N1141489S/NS/NS/N184";"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO";"UNIODONTO CARUARU";"Cooperativa odontológica";"RUA RÁDIO CLUBE DE PERNAMBUCO";"88";;"MAURÍCIO DE NASSAU";"Caruaru";"PE";"55S/N1253S/N";;;;"uniodontocaruaru@hotmail.com";"RÔNIO DE MEDEIROS GALINDO";"PRESIDENTE";5;"2S/NS/N4-S/N5-21"
"4S/N3512";"S/N2988689S/NS/NS/N13S/N";"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA";"UNIODONTO ARAPIRACA";"Cooperativa odontológica";"RUA PADRE JEFERSON DE CARVALHO";"43";;"ALTO DO CRUZEIRO";"Arapiraca";"AL";"5731248S/N";"82";"35222383";"35223429";"uniodonto@uniodontoarapiraca.com.br";"CLAUDIA VALERIA LIRA BARBOSA ";"REPRESENTANTE LEGAL";5;"1999-S/N4-14"
"34S/N12S/N";"S/NS/N39S/N564S/NS/NS/N188";"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE JABOTICABAL";"Cooperativa odontológica";"RUA SANTO ANDRÉ";"34S/N";;"NOVA JABOTICABAL";"Jaboticabal";"SP";"14887S/N3S/N";"16";"32S/N216S/N1";"32S/N216S/N1";"joaoleonardo@uniodontoathenas.coop.br";"JOÃO LEONARDO DELLA LIBERA FILHO";"VICE-PRESIDENTE DE ADMINISTRAÇÃO E FINAN";5;"1998-12-16"
"383929";"S/NS/N6296S/N8S/NS/NS/N18S/N";"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA";"UNIODONTO BAHIA SUL";"Cooperativa odontológica";"AVENIDA SOARES LOPES";"386";;"CENTRO";"Ilhéus";"BA";"45653S/NS/N5";"73";"36347S/N5S/N";"36347S/N5S/N";"gerenciaadm@uniodontobahiasul.com.br";"LUCIANO MOREIRA TAVARES";"PRESIDENTE";5;"1999-S/N2-S/N2"
"327S/N93";"66S/N95423S/NS/NS/N14S/N";"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA";"UNIODONTO ";"Cooperativa odontológica";"RUA VICENTE PASCHOAL";"1261";;"CENTRO";"Bebedouro";"SP";"147S/NS/N34S/N";"17";"3344S/N7S/NS/N";"3344S/N7S/NS/N";"adm@uniodontobebedouro.coop.br";"JOÃO PAULO TOLLER";"PRESIDENTE";5;"1998-12-17"
"368555";"153S/N8521S/NS/NS/N188";"UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA";"UNIODONTO";"Cooperativa odontológica";"AV GENTIL BITTENCOURT";"1212";;"NAZARÉ";"Belém";"PA";"66S/N4S/NS/NS/NS/N";"91";"32S/N2414S/N";;"uniodopa@uniodontobelem.com.br";"ARIOSTO MARIA CHAVES DIAS";"PRESIDENTE";5;"1998-12-29"
"353752";"873S/N3772S/NS/NS/N18S/N";"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA";"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA";"Cooperativa odontológica";"AV. JÚLIO DE CASTILHOS";"745";"SALA 2S/N4";"CENTRO";"Lajeado";"RS";"959S/NS/NS/NS/NS/N";"S/N5";"137143444";;"admsc@uniodontovtrp.com.br";"DITMAR ARY KUHN";"PRESIDENTE";5;"1998-12-18"
"343919";"S/N175128S/NS/NS/NS/N132";"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA";"UNIODONTO DO SERIDÓ";"Cooperativa odontológica";"RUA SENADOR JOSÉ BERNARDO ";"663";;"CENTRO";"Caicó";"RN";"593S/NS/NS/NS/NS/N";"84";"34211477";"844173799";"uniodontoserido@terra.com.br";"MARCO POLO AYRES DO RÊGO";"PRESIDENTE";6;"1998-12-3S/N"
"3476S/N4";"69S/N15113S/NS/NS/N167";"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA";"Cooperativa odontológica";"RUA PADRE ANCHIETA";"1S/N5";"VILA PAVAN";"CENTRO";"Americana";"SP";"13465S/NS/NS/N";"19";"34616728";"3461143S/N";"uniodontoamer@uol.com.br";"SILNEY MARCOS BERALDO";"PRESIDENTE";5;"1998-12-17"
"349283";"32844169S/NS/NS/N114";"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO";"UNIODONTO DE ARACAJU COOPERATIVA DE TRABALHO ODONTOLOGICO";"Cooperativa odontológica";"RUA JOVENTINA ALVES";"265";;"SALGADO FILHO";"Aracaju";"SE";"49S/N2S/N33S/N";"79";"4S/NS/N95454";"4S/NS/N9545S/N";"uniodont@infonet.com.br";"LIOMAR MARIA DE OLIVEIRA QUARANTA";"PRESIDENTE";6;"1998-12-18"
"316997";"65442162S/NS/NS/N125";"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE ARARAQUARA";"Cooperativa odontológica";"RUA VOLUNTARIOS DA PATRIA";"1947";;"CENTRO";"Araraquara";"SP";"148S/N132S/N";"16";"333217S/NS/N";"33S/N37131";"araraquara@uniodontoararaquara.com.br";"GUSTAVO LORIA LEONI";"PRESIDENTE";5;"1998-12-16"
"362824";"S/N1856688S/NS/NS/N179";"UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA";"UNIODONTO ARACATUBA";"Cooperativa odontológica";"RUA GENERAL OSÓRIO";"31S/N";;"CENTRO";"Araçatuba";"SP";"16S/N1S/N29S/N";"18";"31175271";"31175273";"uniodontoaracatuba@terra.com.br";"PAULO CEZAR BATAGELO";"PRESIDENTE";5;"1998-12-21"
"311669";"S/NS/NS/N14922S/NS/NS/N158";"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE AVARE";"Cooperativa odontológica";"RUA DISTRITO FEDERAL";"1S/NS/N1";;"CENTRO";"Avaré";"SP";"187S/NS/N16S/N";"14";"373223S/N3";;"uniodontoavare@uol.com.br";"WALDIR CÉSAR DE SOUZA";"PRESIDENTE";5;"1998-12-16"
"347477";"S/N1946395S/NS/NS/N182";"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA";"UNIODONTO BOTUCATU";"Cooperativa odontológica";"RUA JOAO PASSOS";"131S/N";;"CENTRO";"Botucatu";"SP";"186S/NS/NS/N4S/N";;;;"uniodontobotu@uol.com.br";"SERGIO HENRIQUE BAUER";"PRESIDENTE";5;"1998-12-16"
"3473S/N2";"S/NS/NS/N2213S/NS/NS/NS/N125";"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA";"UNIODONTO";"Cooperativa odontológica";"RUA CEL JOÃO  DIAS GUIMARÃES";"2S/N";;"CENTRO";"Caçapava";"SP";"1228135S/N";"12";"36525619";"36525373";"uniodontocacapava@gmail.com";"MARIA ANGELICA GIOVANELLI";"SUPERINTENDENTE";5;"1998-12-16"
"35S/N494";"513S/N4798S/NS/NS/N1S/N4";"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE CAMPINAS";"Cooperativa odontológica";"AV BRASIL";"2S/NS/N";;"VILA ITAPURA";"Campinas";"SP";"13S/N23S/N75";"19";"33224S/NS/NS/N";"33224S/NS/N6";"jsilva@uniodontocampinas.com.br";"VLADIMIR BORIN PACHECO JUNIOR";"PRESIDENTE";5;"1998-12-16"
"347183";"S/N3511888S/NS/NS/N115";"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT.";"UNIODONTO MATO GROSSO DO SUL";"Cooperativa odontológica";"RUA ANTONIO MARIA COELHO";"1463";;"CENTRO";"Campo Grande";"MS";"79S/NS/N2221";"67";"3S/N298S/N4S/N";"3S/N298S/N4S/N";"unicgde@terra.com.br";"FERNANDO JAIME CAVALLI";"PRESIDENTE";3;"1998-12-21"
"4S/N2516";"S/N3S/NS/N5846S/NS/NS/N1S/N2";"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA";"UNIODONTO DE CAMPOS COOPERATIVA ODONTOLOGICA";"Cooperativa odontológica";"RUA SALDANHA MARINHO";"416";"LOJA 218";"CENTRO";"Campos dos Goytacazes";"RJ";"28S/N1S/N27S/N";"17";"33435S/N86";"27334321";"gerencia@uniodontocampos.com.br";"MARCOS LINCOLN DE SOUZA MUNIZ JUNIOR";"PRESIDENTE";5;"1999-S/N3-24"
"354686";"S/NS/N855599S/NS/NS/N145";"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE CATANDUVA";"Cooperativa odontológica";"PRAÇA 9 DE JULHO";"141";;"CENTRO";"Catanduva";"SP";"158S/NS/N225";"17";"35232516";"35232516";"uniodonto@uniodontocatanduva.com.br";"JOSÉ EDUARDO HADDAD";"PRESIDENTE";5;"1998-12-16"
"4S/NS/N556";"16325896S/NS/NS/N119";"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA";"UNIODONTO FEIRA DE SANTANA";"Cooperativa odontológica";"RUA CASTRO ALVES";"1511";"2º andar . sala 2S/N8 - Edifício Meritum C";"CENTRO";"Feira de Santana";"BA";"44S/NS/N1184";;;;"uniodontofs@ig.com.br";"CAMILA DOREA FERNANDES SILVA";"DIRETORA PRESIDENTE";6;"1999-S/N2-13"
"3S/N1647";"S/N2S/N15569S/NS/NS/N156";"UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA";;"Cooperativa odontológica";"AV DOS ARNALDOS";"83S/N";"TERREO";"CENTRO";"Fernandópolis";"SP";"156S/NS/NS/NS/NS/N";"17";"91663484";"34626S/NS/NS/N";"uniodontofer@terra.com.br";"EDUARDO HAMILTON D¿AVILA";"PRESIDENTE";5;"1998-12-16"
"335258";"23725S/N62S/NS/NS/N166";"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA";"UNIODONTO DE FORTALEZA";"Cooperativa odontológica";"RUA  COSTA BARROS";"915";;"CENTRO";"Fortaleza";"CE";"6S/N16S/N28S/N";"85";"4S/NS/N95442";"4S/NS/N95442";"contabil@uniodonto-ce.com.br";"MARLIO XIMENES CARLOS";"DIRETOR PRESIDENTE";3;"1998-12-29"
"3S/N9257";"S/N2S/N85247S/NS/NS/N183";"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA";;"Cooperativa odontológica";"RUA SETE";"2444";;"CENTRO";"Jales";"SP";"157S/NS/NS/NS/NS/N";"17";"36322293";"36322293";"uniodontojales@terra.com.br";"FLAVIA MARTIM";"VOGAL";5;"1998-12-17"
"361569";"12923462S/NS/NS/N16S/N";"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA";"UNIODONTO JOAO PESSOA";"Cooperativa odontológica";"AV. DUARTE DA SILVEIRA";"541";;"CENTRO";"João Pessoa";"PB";"58S/N1328S/N";"83";"21S/N75858";;"uniodontojp@uniodontojp.com.br";"TERTULIANO BRITO NETO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"347795";"5952744S/NS/NS/NS/N144";"UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE JUNDIAÍ";"Cooperativa odontológica";"RUA PETRONILHA ANTUNES";"211";;"CENTRO";"Jundiaí";"SP";"132S/N1S/N8S/N";"S/N1";"148S/N59999";"148S/N59999";"gerencia@uniodontojundiai.com.br";"JOSE CLOVIS TOMAZZONI DE OLIVEIRA";"PRESIDENTE";5;"1998-12-16"
"369462";"63S/N6235S/NS/NS/NS/N1S/NS/N";"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA";"UNIODONTO DE LIMEIRA";"Cooperativa odontológica";"RUA TREZE DE MAIO";"7S/N";;"JARDIM MERCEDES";"Limeira";"SP";"1348S/N171";"19";"34427899";"34427899";"gerencia@uniodontolimeira.com.br";"JOSEMARY APARECIDA PAERÓ DE BARROS CAMARGO";"DIRETORA DE OPERAÇÕES";5;"1998-12-17"
"344681";"S/NS/N847821S/NS/NS/N168";"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA";"UNIODONTO DE LINS COOPERATIVA ODONTOLÓGICA";"Cooperativa odontológica";"RUA PEDRO DE TOLEDO";"88S/N";;"CENTRO";"Lins";"SP";"164S/NS/N1S/N6";"14";"35235252";;"gerencia@uniodontolins.com.br";"ADRIANA MOYA MARTELLI";"PRESIDENTE";5;"1998-12-16"
